Asset {0} does not belongs to the custodian {1},Актив {0} не належить до зберігача {1},
Asset {0} does not belongs to the location {1},Актив {0} не належить до місцезнаходження {1},
Asset {0} must be submitted,Asset {0} повинен бути представлений,
Assets,Активи,
Assets not created for {0}. You will have to create asset manually.,"Активи, не створені для {0}. Вам доведеться створити об’єкт вручну.",
Asset{} {assets_link} created for {},Актив {} {assets_link} створений для {},
Assign To,Призначити,
Assign to Name,Присвоїти Імені,
Assigned To,Призначено,
Associate,Асоціювати,
At least one mode of payment is required for POS invoice.,Принаймні один спосіб оплати потрібно для POS рахунку.,
At least one of the Applicable Modules should be selected,Потрібно вибрати принаймні один із застосовних модулів,
At row #{0}: the sequence id {1} cannot be less than previous row sequence id {2},У рядку № {0}: ідентифікатор послідовності {1} не може бути меншим за ідентифікатор послідовності попереднього рядка {2},
